elevation,mindate,maxdate,latitude,name,datacoverage,id,elevationUnit,longitude
76.2,1948-05-07,2014-01-01,35.0644,"BEEBE, AR US",0.3109,COOP:030530,METERS,-91.8961

92,1941-06-01,1975-04-01,36.18333,"BEECH GROVE, AR US",0.9534,COOP:030534,METERS,-90.63333

67.7,1940-03-01,2015-11-01,35.4586,"BEEDEVILLE 4 NE, AR US",0.9703,COOP:030536,METERS,-91.0567

94.5,1935-12-01,2015-11-01,34.5675,"BENTON, AR US",0.9792,COOP:030582,METERS,-92.6006

371.9,1943-06-01,2007-02-01,36.32194,"BENTONVILLE 4 S, AR US",0.983,COOP:030586,METERS,-94.215

359.7,1948-05-10,2014-12-01,36.4294,"BERRYVILLE 5 NW, AR US",0.9311,COOP:030616,METERS,-93.6255

359.7,2001-11-01,2012-12-01,36.3602,"BERRYVILLE, AR US",0.7313,COOP:030618,METERS,-93.5513

153,1940-01-01,1949-06-01,35.81667,"BETHESDA, AR US",0.9915,COOP:030644,METERS,-91.78333

381,1945-01-01,1951-10-01,36,"BIG FLAT, AR US",0.915,COOP:030662,METERS,-92.4

365.8,1944-05-01,2015-11-01,34.4619,"BIG FORK 1 SSE, AR US",0.9523,COOP:030664,METERS,-93.9983

70.1,1931-01-01,1960-07-01,35.85,"BIG LAKE OUTLET, AR US",0.9972,COOP:030676,METERS,-90.13333

152.4,1965-09-01,2015-11-01,34.2872,"BISMARCK 2 SE, AR US",0.9934,COOP:030724,METERS,-93.1444

101.8,1931-01-01,2013-12-01,36.1367,"BLACK ROCK, AR US",0.997,COOP:030746,METERS,-91.1171

129.8,1950-05-01,2015-11-01,34.5697,"BLAKELY MOUNTAIN DAM, AR US",0.9682,COOP:030764,METERS,-93.1947

129.8,1948-01-01,2015-11-01,35.1161,"BLUE MOUNTAIN DAM, AR US",0.7743,COOP:030798,METERS,-93.6506

109.7,1941-10-01,2011-12-01,33.6919,"BLUFF CITY 3 SW, AR US",0.9205,COOP:030800,METERS,-93.1622

76.8,1931-01-01,2011-12-01,35.9239,"BLYTHEVILLE, AR US",0.9846,COOP:030806,METERS,-89.9044

358.1,1994-11-01,2015-11-01,34.3267,"BOGG SPRINGS, AR US",0.9685,COOP:030814,METERS,-94.4122

181.1,1965-09-01,2015-11-01,34.3898,"BONNERDALE 5 E, AR US",0.9619,COOP:030820,METERS,-93.2823

182.9,1957-07-01,1970-07-01,35.2,"BOONEVILLE 6 NW, AR US",0.0412,COOP:030825,METERS,-93.98333

223.1,1957-07-01,1970-07-01,35.21667,"BOONEVILLE 7 NE, AR US",0.0436,COOP:030826,METERS,-93.83333

185.9,1957-07-01,1970-07-01,35.21667,"BOONEVILLE 6 NNE, AR US",0.043,COOP:030827,METERS,-93.9

139.9,1931-01-01,1949-08-01,35.15,"BOONEVILLE 3 W, AR US",0.982,COOP:030828,METERS,-93.96667

182.9,1941-03-01,1977-06-01,35.093,"BOONEVILLE, AR US",0.9679,COOP:030830,METERS,-93.9258

182.9,1978-04-01,2015-11-01,35.093,"BOONEVILLE, AR US",1,COOP:030832,METERS,-93.9258

394.7,1948-05-11,2015-11-01,35.72,"BOTKINBURG 3 NE, AR US",0.3494,COOP:030842,METERS,-92.4708

75.9,1935-11-01,1982-10-01,33.86667,"BOUGHTON, AR US",0.9947,COOP:030848,METERS,-93.33333

73.2,1945-04-01,1960-07-01,35.41667,"BRADFORD, AR US",0.9999,COOP:030872,METERS,-91.46667

143,1957-07-01,1970-07-01,35.35,"BRANCH 4 NW, AR US",0.0429,COOP:030887,METERS,-94

153,1957-07-01,1970-07-01,35.26667,"BRANCH 3 SW, AR US",0.0443,COOP:030888,METERS,-93.98333

140.2,1985-11-01,2014-01-01,34.9458,"BRIGGSVILLE, AR US",0.0358,COOP:030900,METERS,-93.4637

56.4,1931-01-01,2015-11-01,34.8822,"BRINKLEY, AR US",0.9775,COOP:030936,METERS,-91.2152

785.8,1948-11-01,1987-08-01,35.86667,"BUFFALO TOWER, AR US",0.985,COOP:031010,METERS,-93.5

146.3,1948-05-12,2014-01-01,36.3647,"BULL SHOALS DAM, AR US",0.9173,COOP:031020,METERS,-92.5781

224,2014-01-01,2015-11-01,36.3694,"BULL SHOALS 1 S, AR US",1,COOP:031021,METERS,-92.5772

73.2,1943-04-01,1975-05-01,35.81667,"BURDETTE, AR US",0.9948,COOP:031052,METERS,-89.95

91.4,1943-10-01,2015-11-01,34.9818,"CABOT, AR US",0.9607,COOP:031102,METERS,-92.0064

88.4,2009-10-01,2015-11-01,36.0214,"CALAMINE, AR US",1,COOP:031120,METERS,-91.3782

106.7,1931-01-01,2015-11-01,36.1092,"CALICO ROCK 2 WSW, AR US",0.9971,COOP:031132,METERS,-92.1636

23.5,1985-09-01,2015-11-01,33.3063,"CALION LOCK AND DAM, AR US",0.9808,COOP:031140,METERS,-92.4832

35.4,1931-01-01,2015-11-01,33.59,"CAMDEN 1, AR US",0.9922,COOP:031152,METERS,-92.8236

49.1,1948-01-01,1966-05-01,33.58333,"CAMDEN 2, AR US",0.8226,COOP:031154,METERS,-92.85

128,1941-12-01,1959-03-01,35.3,"CAMP CHAFFEE, AR US",0.904,COOP:031172,METERS,-94.3

244.1,1948-05-01,1956-10-30,35.86667,"CANAAN 2 W, AR US",0.7899,COOP:031188,METERS,-92.73333

79.2,1998-09-01,2015-11-01,33.9153,"CANE CREEK STATE PARK, AR US",1,COOP:031191,METERS,-91.7711

73.2,1940-03-01,1975-03-01,34.78333,"CARLISLE, AR US",0.9216,COOP:031224,METERS,-91.75

125,1948-01-01,1975-11-01,34.45,"CARPENTER DAM, AR US",0.4896,COOP:031238,METERS,-93.01667

1931-06-01,1938-09-01,34.06667,"CARTHAGE, AR US",0.9089,COOP:031255,-92.55

143,1931-01-01,1936-06-01,34.03333,"CENTER POINT, AR US",0.9246,COOP:031306,METERS,-93.95

195.1,1949-08-01,1950-12-01,35.36667,"CENTER RIDGE, AR US",0.1763,COOP:031308,METERS,-92.56667

203.9,1995-11-01,2015-11-01,35.33534,"CENTER RIDGE 3 S, AR US",1,COOP:031310,METERS,-92.56539

103.9,1947-08-01,1948-05-01,35.06667,"CENTERVILLE, AR US",0.998,COOP:031326,METERS,-93.2

97.5,2000-09-01,2015-11-01,35.0931,"CENTERVILLE 4 SE, AR US",0.6941,COOP:031328,METERS,-93.1046

350.5,1996-10-01,2013-12-01,35.6111,"CHIMES 12 ESE, AR US",0.9951,COOP:031419,METERS,-92.5614

54.9,1931-01-01,2013-12-01,34.68,"CLARENDON, AR US",0.9176,COOP:031442,METERS,-91.2208

138.4,1953-07-01,1993-10-01,35.48333,"CLARKSVILLE, AR US",0.9978,COOP:031455,METERS,-93.45

167.9,1948-05-05,1953-12-01,35.43333,"LAMAR, AR US",0.6411,COOP:031456,METERS,-93.41667

259.1,1961-12-01,2015-11-01,35.5328,"CLARKSVILLE 6 NE, AR US",0.9722,COOP:031457,METERS,-93.4036

136.6,1993-11-01,2015-11-01,35.5001,"CLARKSVILLE 2 N, AR US",1,COOP:031459,METERS,-93.4727

173.7,1931-01-01,2015-11-01,35.5836,"CLINTON 6 SE, AR US",0.8901,COOP:031492,METERS,-92.4511

142,1998-03-01,2015-11-01,35.4363,"COAL HILL, AR US",0.9905,COOP:031508,METERS,-93.6716

381,1941-10-01,1958-03-01,34.96667,"COLD SPRINGS GUARD STATION, AR US",0.99,COOP:031520,METERS,-93.9

426.7,1940-07-01,1986-11-01,35.8,"COMBS, AR US",0.8959,COOP:031574,METERS,-93.8

648.9,1940-01-01,2014-01-01,36.0913,"COMPTON, AR US",0.1892,COOP:031582,METERS,-93.3208

95.1,1931-01-01,2015-11-01,35.1034,"CONWAY, AR US",0.9833,COOP:031596,METERS,-92.4903

91.4,1931-01-01,2015-11-01,36.4197,"CORNING, AR US",0.9873,COOP:031632,METERS,-90.5858

85.3,1947-08-01,1948-05-01,36.4,"CORNING 2 E, AR US",0.499,COOP:031634,METERS,-90.53333

134.1,1931-01-01,1956-06-01,36.28333,"COTTER, AR US",1,COOP:031640,METERS,-92.51667

323.1,1946-03-01,2015-11-01,34.4314,"COVE, AR US",0.9534,COOP:031666,METERS,-94.4175

54.9,1931-01-01,2015-11-01,33.1111,"CROSSETT 2 SSE, AR US",0.9971,COOP:031730,METERS,-91.948

108.2,1941-12-01,2015-11-01,34.6886,"CRYSTAL VALLEY, AR US",0.9505,COOP:031750,METERS,-92.45

228.9,1947-09-01,1948-05-01,35.5,"CULPEPPER, AR US",0.9998,COOP:031756,METERS,-92.55

54.9,1944-07-01,1965-04-01,34.06667,"CUMMINS FARM, AR US",0.992,COOP:031768,METERS,-91.58333

192,1948-05-01,1975-03-01,34.25,"DAISY, AR US",0.9905,COOP:031814,METERS,-93.73333

207.3,1953-11-01,2015-11-01,35.4033,"DAMASCUS, AR US",0.996,COOP:031829,METERS,-92.3827

114.3,1931-01-01,2015-11-01,35.0375,"DANVILLE, AR US",0.999,COOP:031834,METERS,-93.3947

112.8,1953-01-01,1991-04-01,35.06667,"DANVILLE SOIL CONSERVATION SERVICE, AR US",0.0465,COOP:031835,METERS,-93.4

112.8,1931-01-01,2015-11-01,35.2342,"DARDANELLE, AR US",0.9608,COOP:031838,METERS,-93.1675

723.9,1975-06-01,2011-12-01,35.8272,"DEER, AR US",0.9999,COOP:031900,METERS,-93.2044

149.4,2010-08-01,2015-11-01,34.253,"DEGRAY LAKE STATE PARK, AR US",1,COOP:031910,METERS,-93.1486

530.4,2014-01-01,2015-11-01,35.7214,"DENNARD 10 WSW, AR US",1,COOP:031935,METERS,-92.6962

124.1,1936-01-01,2015-11-01,34.0463,"DEQUEEN, AR US",0.9906,COOP:031948,METERS,-94.348

169.8,1973-05-01,2008-05-01,34.1002,"DE QUEEN DAM, AR US",0.9219,COOP:031952,METERS,-94.3724

108.2,2004-11-01,2015-11-01,34.05,"DE QUEEN SEVIER CO AIRPORT, AR US",0.8649,COOP:031953,METERS,-94.40083

313.9,1948-05-01,1956-07-01,36.38333,"DENVER, AR US",0.9504,COOP:031956,METERS,-93.3

43,1940-04-01,1966-01-01,33.51667,"DERMOTT, AR US",0.9805,COOP:031960,METERS,-91.43333

44.2,1963-08-01,2015-11-01,33.5597,"DERMOTT 3 NE, AR US",1,COOP:031962,METERS,-91.3849

61,1939-07-01,2015-11-01,34.9772,"DES ARC, AR US",0.9683,COOP:031968,METERS,-91.4978

408.4,2003-10-01,2011-12-01,35.78,"DEVILS DEN STATE PARK, AR US",0.8887,COOP:031980,METERS,-94.2516

716.9,1937-07-01,1969-06-01,35.71667,"DEVILS KNOB, AR US",0.9818,COOP:031982,METERS,-93.4

143.3,1959-07-01,2015-11-01,34.1266,"DIERKS, AR US",0.9689,COOP:032015,METERS,-94.0172

209.1,1973-05-01,2005-07-01,34.1475,"DIERKS DAM, AR US",0.9844,COOP:032020,METERS,-94.0888

39.6,1998-12-01,2000-04-01,35.07361,"DIXIE, AR US",1,COOP:032062,METERS,-91.36667

49.7,1931-01-01,2015-11-01,33.88852,"DUMAS, AR US",0.9941,COOP:032148,METERS,-91.53161

